14/09/2017 5:35:35 PM:- Created: 14/09/2017; Acct: 01; Chart: 1000066; $Amount: 39.72; $Tax: 0.00; REFNO: 600034; DESCR: Client Bill 154361; Owner Code: NMEMO; Owner: 505; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:30 PM:- Created: 27/09/2017; Acct: 01; Chart: 1001007; $Amount: 17.31; $Tax: 0.00; REFNO: 600050; DESCR: Client Bill 154330; Owner Code: NMEMO; Owner: 357; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:30 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -1.73; $Tax: 0.00; REFNO: 600050; DESCR: Client Bill 154330; Owner Code: NMEMO; Owner: 357; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:30 PM:- Created: 27/09/2017; Acct: 01; Chart: 4990; $Amount: 1.73; $Tax: 0.00; REFNO: 600050; DESCR: Client Bill 154330; Owner Code: NMEMO; Owner: 357; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 1000019; $Amount: 280.00; $Tax: 28.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -28.00; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -280.00; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -12.73; $Tax: -1.27; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: 1.27; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 1001082; $Amount: 12.73; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 1000051; $Amount: 28.00; $Tax: 2.80; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -28.00; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -2.80; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:52 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -114.09; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:53 PM:- Created: 27/09/2017; Acct: 01; Chart: 1001007; $Amount: 114.09; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:53 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -11.41; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:53 PM:- Created: 27/09/2017; Acct: 01; Chart: 4990; $Amount: 42.21; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 3:53:53 PM:- Created: 27/09/2017; Acct: 01; Chart: 4990; $Amount: -1.27; $Tax: 0.00; REFNO: 600053; DESCR: Client Bill 154358; Owner Code: NMEMO; Owner: 502; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 1000030; $Amount: 30.00; $Tax: 3.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -3.00; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -30.00; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 1000030; $Amount: 5.00; $Tax: 0.50; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -0.50; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -5.00; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -1.50; $Tax: -0.15; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: 0.15; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 1001082; $Amount: 1.50; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:01 PM:- Created: 27/09/2017; Acct: 01; Chart: 1000062; $Amount: 0.10; $Tax: 0.01; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:02 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -0.10; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:02 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -0.01; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:02 PM:- Created: 27/09/2017; Acct: 01; Chart: 1001008; $Amount: 634.00; $Tax: 19.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:02 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -634.00; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:02 PM:- Created: 27/09/2017; Acct: 01; Chart: 3200; $Amount: -19.00; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:02 PM:- Created: 27/09/2017; Acct: 01; Chart: 4990; $Amount: 22.51; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
27/09/2017 4:32:02 PM:- Created: 27/09/2017; Acct: 01; Chart: 4990; $Amount: -0.15; $Tax: 0.00; REFNO: 600010; DESCR: Client Bill 154258; Owner Code: NMEMO; Owner: 88; Invoice: -1; Creditor Code: ; WHO: DBS
11/10/2017 13:37:12:- Created: 11/10/2017; Acct: 01; Chart: 1001120; $Amount: -200.00; $Tax: -20.00; REFNO: 111017; DESCR: Invoice; Owner Code: INVOICE; Owner: 207; Invoice: 207; Creditor Code: KM SP02; WHO: AS
11/10/2017 13:37:12:- Created: 11/10/2017; Acct: 01; Chart: 1001123; $Amount: -20.00; $Tax: 0.00; REFNO: 111017; DESCR: Invoice; Owner Code: INVOICE; Owner: 207; Invoice: 207; Creditor Code: KM SP02; WHO: AS
11/10/2017 13:37:12:- Created: 11/10/2017; Acct: 01; Chart: 1001126; $Amount: 220.00; $Tax: 0.00; REFNO: 111017; DESCR: Invoice; Owner Code: INVOICE; Owner: 207; Invoice: 207; Creditor Code: KM SP02; WHO: AS
27/10/2017 3:02:01 PM:- Created: 27/10/2017; Acct: 01; Chart: 22210; $Amount: -397.00; $Tax: 0.00; REFNO: 26655; DESCR: 26655:Write off as per CN; Owner Code: JOURNAL; Owner: 497; Invoice: -1; Creditor Code: ; WHO: ABC
27/10/2017 3:02:01 PM:- Created: 27/10/2017; Acct: 01; Chart: 51013; $Amount: -3970.00; $Tax: 0.00; REFNO: 26655; DESCR: 26655:Write off as per CN; Owner Code: JOURNAL; Owner: 497; Invoice: -1; Creditor Code: ; WHO: ABC
27/10/2017 3:02:01 PM:- Created: 27/10/2017; Acct: 01; Chart: 12110; $Amount: 4367.00; $Tax: 0.00; REFNO: 26655; DESCR: 26655:Write off as per CN; Owner Code: JOURNAL; Owner: 497; Invoice: -1; Creditor Code: ; WHO: ABC
28/11/2017 4:35:32 PM:- Created: 28/11/2017; Acct: J; Chart: 1000071; $Amount: -2346.30; $Tax: 0.00; REFNO: 2100001; DESCR: Payment of Bill 400006; Owner Code: RECEIPT; Owner: 138896; Invoice: -1; Creditor Code: ; WHO: DBS
28/11/2017 4:35:32 PM:- Created: 28/11/2017; Acct: J; Chart: 1000038; $Amount: 2346.30; $Tax: 0.00; REFNO: 2100001; DESCR: Payment of Bill 400006; Owner Code: RECEIPT; Owner: 138896; Invoice: -1; Creditor Code: ; WHO: DBS
28/11/2017 5:34:09 PM:- Created: 28/11/2017; Acct: J; Chart: 1000071; $Amount: -1739.10; $Tax: 0.00; REFNO: 2100002; DESCR: Payment of Bill 400004; Owner Code: RECEIPT; Owner: 138898; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 41010; $Amount: 41.67; $Tax: 4.17; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 1000038; $Amount: -4.17; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 1000038; $Amount: -41.67; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 41005; $Amount: 58.33; $Tax: 5.83; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 1000038; $Amount: -5.83; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 1000038; $Amount: -58.33; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 1000049; $Amount: 100.00; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 1000038; $Amount: -100.00; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:49 PM:- Created: 7/12/2017; Acct: J; Chart: 1000038; $Amount: -10.00; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:12:50 PM:- Created: 7/12/2017; Acct: J; Chart: 1000075; $Amount: 20.00; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400008; Owner Code: NMEMO; Owner: 147275; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:29:04 PM:- Created: 7/12/2017; Acct: J; Chart: 1000071; $Amount: 330.00; $Tax: 0.00; REFNO: BP159991; DESCR: Test; Owner Code: CHEQUE; Owner: 159991; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:29:04 PM:- Created: 7/12/2017; Acct: J; Chart: 1000049; $Amount: -300.00; $Tax: -30.00; REFNO: BP159991; DESCR: Test; Owner Code: CHEQUE; Owner: 159991; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:29:04 PM:- Created: 7/12/2017; Acct: J; Chart: 1000076; $Amount: -30.00; $Tax: 0.00; REFNO: Bank Payment; DESCR: Test; Owner Code: CHEQUE; Owner: 159991; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:29:28 PM:- Created: 7/12/2017; Acct: J; Chart: 1000049; $Amount: 400.00; $Tax: 30.00; REFNO: J.MHA1-2; DESCR: Client Bill 400009; Owner Code: NMEMO; Owner: 147276; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:29:28 PM:- Created: 7/12/2017; Acct: J; Chart: 1000038; $Amount: -400.00; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400009; Owner Code: NMEMO; Owner: 147276; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:29:28 PM:- Created: 7/12/2017; Acct: J; Chart: 1000038; $Amount: -40.00; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400009; Owner Code: NMEMO; Owner: 147276; Invoice: -1; Creditor Code: ; WHO: DBS
7/12/2017 3:29:28 PM:- Created: 7/12/2017; Acct: J; Chart: 1000075; $Amount: 40.00; $Tax: 0.00; REFNO: J.MHA1-2; DESCR: Client Bill 400009; Owner Code: NMEMO; Owner: 147276; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 1000034; $Amount: 100.00; $Tax: 10.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 3200; $Amount: -10.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 3200; $Amount: -100.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 1000034; $Amount: 300.00; $Tax: 30.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 3200; $Amount: -30.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 3200; $Amount: -300.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 1000034; $Amount: 250.00; $Tax: 25.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 3200; $Amount: -25.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 3200; $Amount: -250.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 1000034; $Amount: 350.00; $Tax: 35.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 3200; $Amount: -35.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 3200; $Amount: -350.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
9/01/2018 4:51:09 PM:- Created: 9/01/2018; Acct: 01; Chart: 4990; $Amount: 100.00; $Tax: 0.00; REFNO: 600038; DESCR: Client Bill 154286; Owner Code: NMEMO; Owner: 120; Invoice: -1; Creditor Code: ; WHO: DBS
19/01/2018 11:46:14 AM:- Created: 19/01/2018; Acct: 01; Chart: 1000002; $Amount: -55.00; $Tax: 0.00; REFNO: 00068; DESCR: Ggggg; Owner Code: RECEIPT; Owner: 261; Invoice: -1; Creditor Code: ; WHO: DBS
19/01/2018 12:57:18 PM:- Created: 19/01/2018; Acct: 01; Chart: 1000002; $Amount: -55.00; $Tax: 0.00; REFNO: 00068; DESCR: Test receipt; Owner Code: RECEIPT; Owner: 261; Invoice: -1; Creditor Code: ; WHO: DBS
19/01/2018 12:58:33 PM:- Created: 19/01/2018; Acct: 01; Chart: 3300; $Amount: 55.00; $Tax: 0.00; REFNO: 00068; DESCR: Test receipt; Owner Code: RECEIPT; Owner: 261; Invoice: -1; Creditor Code: ; WHO: DBS
6/02/2018 12:06:11 PM:- Created: 6/02/2018; Acct: 01; Chart: 1000002; $Amount: -30.00; $Tax: 0.00; REFNO: 00070; DESCR: Test; Owner Code: RECEIPT; Owner: 267; Invoice: -1; Creditor Code: ; WHO: DBS
6/02/2018 12:06:11 PM:- Created: 6/02/2018; Acct: 01; Chart: 1000179; $Amount: 0.70; $Tax: 0.00; REFNO: 00070; DESCR: Test; Owner Code: RECEIPT; Owner: 267; Invoice: -1; Creditor Code: ; WHO: DBS
6/02/2018 12:06:11 PM:- Created: 6/02/2018; Acct: 01; Chart: 1000180; $Amount: 0.90; $Tax: 0.00; REFNO: 00070; DESCR: Test; Owner Code: RECEIPT; Owner: 267; Invoice: -1; Creditor Code: ; WHO: DBS
6/02/2018 12:06:11 PM:- Created: 6/02/2018; Acct: 01; Chart: 1000181; $Amount: 1.10; $Tax: 0.00; REFNO: 00070; DESCR: Test; Owner Code: RECEIPT; Owner: 267; Invoice: -1; Creditor Code: ; WHO: DBS
